Patient_ID	Sample_ID	Iteration	Cluster_ID	Abundance
patient1	patient1_t3	183	6	2
patient1	patient1_t3	184	1	0
patient1	patient1_t3	184	2	30
patient1	patient1_t3	184	3	1
patient1	patient1_t3	184	4	61
patient1	patient1_t3	184	5	5
patient1	patient1_t3	184	6	3
patient1	patient1_t3	185	1	0
patient1	patient1_t3	185	2	22
patient1	patient1_t3	185	3	1
patient1	patient1_t3	185	4	70
patient1	patient1_t3	185	5	4
patient1	patient1_t3	185	6	3
patient1	patient1_t3	186	1	0
patient1	patient1_t3	186	2	27
patient1	patient1_t3	186	3	1
patient1	patient1_t3	186	4	64
patient1	patient1_t3	186	5	5
patient1	patient1_t3	186	6	3
patient1	patient1_t3	187	1	0
patient1	patient1_t3	187	2	28
patient1	patient1_t3	187	3	0
patient1	patient1_t3	187	4	64
patient1	patient1_t3	187	5	5
patient1	patient1_t3	187	6	3
patient1	patient1_t3	188	1	0
patient1	patient1_t3	188	2	25
patient1	patient1_t3	188	3	0
patient1	patient1_t3	188	4	67
patient1	patient1_t3	188	5	4
patient1	patient1_t3	188	6	4
patient1	patient1_t3	189	1	0
patient1	patient1_t3	189	2	29
patient1	patient1_t3	189	3	1
patient1	patient1_t3	189	4	63
patient1	patient1_t3	189	5	3
patient1	patient1_t3	189	6	4
patient1	patient1_t3	190	1	0
patient1	patient1_t3	190	2	24
patient1	patient1_t3	190	3	1
patient1	patient1_t3	190	4	67
patient1	patient1_t3	190	5	5
patient1	patient1_t3	190	6	3
patient1	patient1_t3	191	1	0
patient1	patient1_t3	191	2	20
patient1	patient1_t3	191	3	0
patient1	patient1_t3	191	4	72
patient1	patient1_t3	191	5	6
patient1	patient1_t3	191	6	2
patient1	patient1_t3	192	1	0
patient1	patient1_t3	192	2	28
patient1	patient1_t3	192	3	0
patient1	patient1_t3	192	4	63
patient1	patient1_t3	192	5	4
patient1	patient1_t3	192	6	5
patient1	patient1_t3	193	1	0
patient1	patient1_t3	193	2	23
patient1	patient1_t3	193	3	0
patient1	patient1_t3	193	4	69
patient1	patient1_t3	193	5	4
patient1	patient1_t3	193	6	4
patient1	patient1_t3	194	1	0
patient1	patient1_t3	194	2	28
patient1	patient1_t3	194	3	0
patient1	patient1_t3	194	4	63
patient1	patient1_t3	194	5	5
patient1	patient1_t3	194	6	4
patient1	patient1_t3	195	1	0
patient1	patient1_t3	195	2	20
patient1	patient1_t3	195	3	0
patient1	patient1_t3	195	4	71
patient1	patient1_t3	195	5	4
patient1	patient1_t3	195	6	5
patient1	patient1_t3	196	1	0
patient1	patient1_t3	196	2	25
patient1	patient1_t3	196	3	0
patient1	patient1_t3	196	4	66
patient1	patient1_t3	196	5	5
patient1	patient1_t3	196	6	4
patient1	patient1_t3	197	1	0
patient1	patient1_t3	197	2	26
patient1	patient1_t3	197	3	0
patient1	patient1_t3	197	4	66
patient1	patient1_t3	197	5	6
patient1	patient1_t3	197	6	2
patient1	patient1_t3	198	1	0
patient1	patient1_t3	198	2	27
patient1	patient1_t3	198	3	1
patient1	patient1_t3	198	4	66
patient1	patient1_t3	198	5	3
patient1	patient1_t3	198	6	3
patient1	patient1_t3	199	1	0
patient1	patient1_t3	199	2	19
patient1	patient1_t3	199	3	0
patient1	patient1_t3	199	4	72
patient1	patient1_t3	199	5	6
patient1	patient1_t3	199	6	3
patient1	patient1_t3	200	1	0
patient1	patient1_t3	200	2	29
patient1	patient1_t3	200	3	0
patient1	patient1_t3	200	4	63
patient1	patient1_t3	200	5	4
patient1	patient1_t3	200	6	4
patient1	patient1_t3	201	1	0
patient1	patient1_t3	201	2	27
patient1	patient1_t3	201	3	0
patient1	patient1_t3	201	4	64
patient1	patient1_t3	201	5	5
patient1	patient1_t3	201	6	4
patient1	patient1_t3	202	1	0
patient1	patient1_t3	202	2	25
patient1	patient1_t3	202	3	1
patient1	patient1_t3	202	4	66
patient1	patient1_t3	202	5	5
patient1	patient1_t3	202	6	3
patient1	patient1_t3	203	1	0
patient1	patient1_t3	203	2	28
patient1	patient1_t3	203	3	1
patient1	patient1_t3	203	4	63
patient1	patient1_t3	203	5	5
patient1	patient1_t3	203	6	3
patient1	patient1_t3	204	1	0
patient1	patient1_t3	204	2	26
patient1	patient1_t3	204	3	2
patient1	patient1_t3	204	4	65
patient1	patient1_t3	204	5	4
patient1	patient1_t3	204	6	3
patient1	patient1_t3	205	1	0
patient1	patient1_t3	205	2	22
patient1	patient1_t3	205	3	2
patient1	patient1_t3	205	4	69
patient1	patient1_t3	205	5	4
patient1	patient1_t3	205	6	3
patient1	patient1_t3	206	1	0
patient1	patient1_t3	206	2	29
patient1	patient1_t3	206	3	1
patient1	patient1_t3	206	4	63
patient1	patient1_t3	206	5	4
patient1	patient1_t3	206	6	3
patient1	patient1_t3	207	1	0
patient1	patient1_t3	207	2	23
patient1	patient1_t3	207	3	1
patient1	patient1_t3	207	4	69
patient1	patient1_t3	207	5	4
patient1	patient1_t3	207	6	3
patient1	patient1_t3	208	1	0
patient1	patient1_t3	208	2	22
patient1	patient1_t3	208	3	0
patient1	patient1_t3	208	4	70
patient1	patient1_t3	208	5	5
patient1	patient1_t3	208	6	3
patient1	patient1_t3	209	1	0
patient1	patient1_t3	209	2	31
patient1	patient1_t3	209	3	0
patient1	patient1_t3	209	4	61
patient1	patient1_t3	209	5	4
patient1	patient1_t3	209	6	4
patient1	patient1_t3	210	1	0
patient1	patient1_t3	210	2	27
patient1	patient1_t3	210	3	0
patient1	patient1_t3	210	4	65
patient1	patient1_t3	210	5	6
patient1	patient1_t3	210	6	2
patient1	patient1_t3	211	1	0
patient1	patient1_t3	211	2	27
patient1	patient1_t3	211	3	1
patient1	patient1_t3	211	4	64
patient1	patient1_t3	211	5	5
patient1	patient1_t3	211	6	3
patient1	patient1_t3	212	1	0
patient1	patient1_t3	212	2	28
patient1	patient1_t3	212	3	2
patient1	patient1_t3	212	4	63
patient1	patient1_t3	212	5	4
patient1	patient1_t3	212	6	3
patient1	patient1_t3	213	1	0
patient1	patient1_t3	213	2	21
patient1	patient1_t3	213	3	1
patient1	patient1_t3	213	4	70
patient1	patient1_t3	213	5	4
patient1	patient1_t3	213	6	4
patient1	patient1_t3	214	1	0
patient1	patient1_t3	214	2	25
patient1	patient1_t3	214	3	2
patient1	patient1_t3	214	4	66
patient1	patient1_t3	214	5	4
patient1	patient1_t3	214	6	3
patient1	patient1_t3	215	1	0
patient1	patient1_t3	215	2	28
patient1	patient1_t3	215	3	0
patient1	patient1_t3	215	4	64
patient1	patient1_t3	215	5	4
patient1	patient1_t3	215	6	4
patient1	patient1_t3	216	1	0
patient1	patient1_t3	216	2	22
patient1	patient1_t3	216	3	1
patient1	patient1_t3	216	4	69
patient1	patient1_t3	216	5	5
patient1	patient1_t3	216	6	3
patient1	patient1_t3	217	1	0
patient1	patient1_t3	217	2	26
patient1	patient1_t3	217	3	1
patient1	patient1_t3	217	4	67
patient1	patient1_t3	217	5	4
patient1	patient1_t3	217	6	2
patient1	patient1_t3	218	1	0
patient1	patient1_t3	218	2	24
patient1	patient1_t3	218	3	0
patient1	patient1_t3	218	4	67
patient1	patient1_t3	218	5	5
patient1	patient1_t3	218	6	4
patient1	patient1_t3	219	1	0
patient1	patient1_t3	219	2	20
patient1	patient1_t3	219	3	0
patient1	patient1_t3	219	4	71
patient1	patient1_t3	219	5	5
patient1	patient1_t3	219	6	4
patient1	patient1_t3	220	1	0
patient1	patient1_t3	220	2	27
patient1	patient1_t3	220	3	0
patient1	patient1_t3	220	4	64
patient1	patient1_t3	220	5	5
patient1	patient1_t3	220	6	4
patient1	patient1_t3	221	1	0
patient1	patient1_t3	221	2	23
patient1	patient1_t3	221	3	2
patient1	patient1_t3	221	4	68
patient1	patient1_t3	221	5	4
patient1	patient1_t3	221	6	3
patient1	patient1_t3	222	1	1
patient1	patient1_t3	222	2	24
patient1	patient1_t3	222	3	0
patient1	patient1_t3	222	4	67
patient1	patient1_t3	222	5	5
patient1	patient1_t3	222	6	3
patient1	patient1_t3	223	1	0
patient1	patient1_t3	223	2	18
patient1	patient1_t3	223	3	0
patient1	patient1_t3	223	4	73
patient1	patient1_t3	223	5	5
patient1	patient1_t3	223	6	4
patient1	patient1_t3	224	1	0
patient1	patient1_t3	224	2	27
patient1	patient1_t3	224	3	1
patient1	patient1_t3	224	4	64
patient1	patient1_t3	224	5	4
patient1	patient1_t3	224	6	4
patient1	patient1_t3	225	1	0
patient1	patient1_t3	225	2	29
patient1	patient1_t3	225	3	0
patient1	patient1_t3	225	4	64
patient1	patient1_t3	225	5	5
patient1	patient1_t3	225	6	2
patient1	patient1_t3	226	1	0
patient1	patient1_t3	226	2	28
patient1	patient1_t3	226	3	1
patient1	patient1_t3	226	4	63
patient1	patient1_t3	226	5	4
patient1	patient1_t3	226	6	4
patient1	patient1_t3	227	1	0
patient1	patient1_t3	227	2	20
patient1	patient1_t3	227	3	0
patient1	patient1_t3	227	4	71
patient1	patient1_t3	227	5	5
patient1	patient1_t3	227	6	4
patient1	patient1_t3	228	1	0
patient1	patient1_t3	228	2	22
patient1	patient1_t3	228	3	0
patient1	patient1_t3	228	4	70
patient1	patient1_t3	228	5	5
patient1	patient1_t3	228	6	3
patient1	patient1_t3	229	1	0
patient1	patient1_t3	229	2	29
patient1	patient1_t3	229	3	1
patient1	patient1_t3	229	4	62
patient1	patient1_t3	229	5	4
patient1	patient1_t3	229	6	4
patient1	patient1_t3	230	1	0
patient1	patient1_t3	230	2	25
patient1	patient1_t3	230	3	0
patient1	patient1_t3	230	4	66
patient1	patient1_t3	230	5	4
patient1	patient1_t3	230	6	5
patient1	patient1_t3	231	1	0
patient1	patient1_t3	231	2	27
patient1	patient1_t3	231	3	1
patient1	patient1_t3	231	4	64
patient1	patient1_t3	231	5	5
patient1	patient1_t3	231	6	3
patient1	patient1_t3	232	1	0
patient1	patient1_t3	232	2	22
patient1	patient1_t3	232	3	3
patient1	patient1_t3	232	4	69
patient1	patient1_t3	232	5	4
patient1	patient1_t3	232	6	2
patient1	patient1_t3	233	1	0
patient1	patient1_t3	233	2	24
patient1	patient1_t3	233	3	0
patient1	patient1_t3	233	4	68
patient1	patient1_t3	233	5	4
patient1	patient1_t3	233	6	4
patient1	patient1_t3	234	1	0
patient1	patient1_t3	234	2	26
patient1	patient1_t3	234	3	1
patient1	patient1_t3	234	4	66
patient1	patient1_t3	234	5	3
patient1	patient1_t3	234	6	4
patient1	patient1_t3	235	1	0
patient1	patient1_t3	235	2	30
patient1	patient1_t3	235	3	0
patient1	patient1_t3	235	4	62
patient1	patient1_t3	235	5	5
patient1	patient1_t3	235	6	3
patient1	patient1_t3	236	1	0
patient1	patient1_t3	236	2	21
patient1	patient1_t3	236	3	1
patient1	patient1_t3	236	4	70
patient1	patient1_t3	236	5	5
patient1	patient1_t3	236	6	3
patient1	patient1_t3	237	1	0
patient1	patient1_t3	237	2	30
patient1	patient1_t3	237	3	1
patient1	patient1_t3	237	4	61
patient1	patient1_t3	237	5	5
patient1	patient1_t3	237	6	3
patient1	patient1_t3	238	1	0
patient1	patient1_t3	238	2	28
patient1	patient1_t3	238	3	0
patient1	patient1_t3	238	4	64
patient1	patient1_t3	238	5	4
patient1	patient1_t3	238	6	4
patient1	patient1_t3	239	1	0
patient1	patient1_t3	239	2	23
patient1	patient1_t3	239	3	2
patient1	patient1_t3	239	4	68
patient1	patient1_t3	239	5	4
patient1	patient1_t3	239	6	3
patient1	patient1_t3	240	1	0
patient1	patient1_t3	240	2	24
patient1	patient1_t3	240	3	1
patient1	patient1_t3	240	4	67
patient1	patient1_t3	240	5	5
patient1	patient1_t3	240	6	3
patient1	patient1_t3	241	1	0
patient1	patient1_t3	241	2	21
patient1	patient1_t3	241	3	1
patient1	patient1_t3	241	4	70
patient1	patient1_t3	241	5	5
patient1	patient1_t3	241	6	3
patient1	patient1_t3	242	1	0
patient1	patient1_t3	242	2	28
patient1	patient1_t3	242	3	1
patient1	patient1_t3	242	4	63
patient1	patient1_t3	242	5	5
patient1	patient1_t3	242	6	3
patient1	patient1_t3	243	1	0
patient1	patient1_t3	243	2	25
patient1	patient1_t3	243	3	3
patient1	patient1_t3	243	4	66
patient1	patient1_t3	243	5	4
patient1	patient1_t3	243	6	2
patient1	patient1_t3	244	1	0
patient1	patient1_t3	244	2	27
patient1	patient1_t3	244	3	0
patient1	patient1_t3	244	4	64
patient1	patient1_t3	244	5	7
patient1	patient1_t3	244	6	2
patient1	patient1_t3	245	1	0
patient1	patient1_t3	245	2	22
patient1	patient1_t3	245	3	4
patient1	patient1_t3	245	4	69
patient1	patient1_t3	245	5	3
patient1	patient1_t3	245	6	2
patient1	patient1_t3	246	1	0
patient1	patient1_t3	246	2	18
patient1	patient1_t3	246	3	0
patient1	patient1_t3	246	4	73
patient1	patient1_t3	246	5	6
patient1	patient1_t3	246	6	3
patient1	patient1_t3	247	1	0
patient1	patient1_t3	247	2	26
patient1	patient1_t3	247	3	0
patient1	patient1_t3	247	4	66
patient1	patient1_t3	247	5	5
patient1	patient1_t3	247	6	3
patient1	patient1_t3	248	1	0
patient1	patient1_t3	248	2	26
patient1	patient1_t3	248	3	1
patient1	patient1_t3	248	4	65
patient1	patient1_t3	248	5	5
patient1	patient1_t3	248	6	3
patient1	patient1_t3	249	1	0
patient1	patient1_t3	249	2	21
patient1	patient1_t3	249	3	1
patient1	patient1_t3	249	4	71
patient1	patient1_t3	249	5	3
patient1	patient1_t3	249	6	4
